Finalized HDI table (from 3A and 3B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,1,1,1,1,1,5,5,5,1,1,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,1,5,1,1,1,1,1,no,no,Other,1,2.866666667,3,1,NA,NA
841,NA,45,3,Yes Kids,ma,3,NA,NA,0,0,Medium-Sized,Separated,2,2,2,3,3,2,2,2,3,2,3,3,2,4,3,3,3,2,4,2,2,3,3,2,2,3,2,2,2,4,2,2,4,3,3,3,3,4,2,4,2,4,3,2,3,4,3,yes,yes,Other,2.4,2.733333333,2.8,3,NA,NA
842,NA,16.5,2,No Kids,lthigh,NA,NA,NA,0,0,,,0,0,5,5,5,3,2,2,2,4,2,3,2,5,3,3,4,4,4,4,3,3,5,4,4,5,4,2,5,4,5,2,4,5,3,4,4,4,4,4,5,4,3,3,3,2,3,yes,yes,Other,4,3.2,4.05,2.8,NA,NA
843,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,4,4,4,4,4,2,2,2,4,4,4,4,2,4,4,5,3,4,3,2,3,4,4,5,4,3,2,2,2,3,4,2,4,4,4,2,2,4,2,4,3,3,3,3,3,yes,yes,Other,4,3.266666667,3.2,3,NA,NA
844,NA,28,2,No Kids,deg,4,10000,Doctor; Physician,4,0,Large-City,Divorced,0,0,5,5,5,4,4,1,1,4,4,2,1,4,4,4,3,5,2,4,3,1,4,3,3,3,4,4,2,5,5,4,5,5,1,5,4,4,4,5,5,5,2,2,2,2,3,yes,yes,Other,4.6,2.866666667,4,2.2,NA,NA
845,NA,16.5,3,No Kids,ltuni,6,10000,NA,0,0,Small Town,Single,0,0,1,1,1,1,1,1,1,5,1,5,4,4,3,4,4,2,3,4,1,2,4,1,3,2,1,1,4,2,5,1,1,5,2,1,4,2,2,2,4,4,2,4,2,2,1,yes,yes,Other,1,2.933333333,2.55,2.2,NA,NA
846,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,3,4,3,4,4,1,2,5,4,3,1,3,4,3,5,4,4,3,3,5,4,3,5,5,2,3,3,4,5,3,5,3,3,4,4,2,2,5,5,3,2,3,3,3,1,yes,no,Other,3.6,3.333333333,3.65,2.4,NA,NA
847,NA,25,2,No Kids,deg,3,NA,NA,0,0,,Single,0,0,3,3,2,2,2,1,1,3,3,3,5,4,5,3,4,4,2,3,2,4,4,1,2,5,3,3,4,3,4,3,4,4,2,2,5,4,3,4,5,4,4,5,4,4,5,yes,yes,Other,2.4,3.133333333,3.45,4.4,NA,NA
848,NA,20,2,No Kids,deg,6,15000,Grocery Store Salesman,4,7,,Single,0,0,3,2,1,1,1,1,2,2,3,2,3,2,2,2,3,2,2,2,3,3,4,2,1,3,2,3,2,3,2,3,4,2,2,2,2,3,2,2,3,2,4,4,4,4,3,yes,no,Other,1.6,2.266666667,2.45,3.8,NA,NA
849,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,yes,yes,Other,5,4.866666667,5,1,NA,NA
850,NA,45,3,No Kids,ma,NA,NA,NA,0,0,Large-City,Single,0,0,4,4,5,5,5,4,5,4,5,5,2,5,4,4,4,3,5,5,5,5,5,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,1,yes,yes,Other,4.6,4.333333333,4.55,1.2,NA,NA
851,NA,55,3,No Kids,deg,3,150000,NA,23,0,Medium-Sized,Divorced,0,0,3,3,2,2,1,1,3,5,5,4,3,5,4,4,5,3,4,3,4,3,4,2,4,5,2,1,3,3,4,5,5,3,3,2,4,4,4,4,4,4,3,3,3,3,2,no,yes,Other,2.2,3.733333333,3.5,2.8,NA,NA
852,NA,28,2,No Kids,ma,NA,NA,NA,0,0,,,0,0,4,3,4,2,2,3,2,2,3,2,1,4,3,2,2,4,3,4,3,4,4,2,3,3,4,5,5,3,3,2,3,3,5,5,4,5,5,4,4,4,2,2,3,3,1,yes,yes,Other,3,2.8,3.8,2.2,NA,NA
853,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,5,5,5,1,2,5,2,5,4,4,5,5,1,3,4,3,5,5,4,5,5,4,5,5,4,5,4,4,5,5,1,4,5,5,5,5,4,5,5,5,4,5,5,5,5,yes,yes,Other,3.6,4,4.5,4.8,NA,NA
854,NA,19,2,No Kids,ltuni,6,10000,NA,0,0,Medium-Sized,Single,0,0,3,3,2,2,2,3,1,4,4,3,1,3,3,1,4,3,3,4,1,3,4,1,1,4,4,2,4,3,4,2,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,yes,yes,Other,2.4,2.733333333,3.2,4,NA,NA
855,NA,28,2,No Kids,dip,6,25000,NA,4,0,Large-City,Separated,0,0,5,4,2,2,2,2,1,4,2,2,2,2,4,1,3,5,3,4,2,4,4,3,2,3,3,3,3,3,4,2,3,4,2,2,3,4,3,4,3,4,3,2,3,2,1,yes,no,Other,3,2.733333333,3.1,2.2,NA,NA
856,NA,55,3,Yes Kids,phd,3,87500,NA,6,0,Large-City,Separated,3,0,3,1,2,2,1,1,2,4,3,3,1,3,4,4,4,1,1,2,2,4,4,1,1,5,4,2,4,2,4,2,4,5,1,2,5,4,3,2,4,5,3,5,3,3,3,yes,yes,Other,1.8,2.6,3.2,3.4,NA,NA
857,NA,55,2,Yes Kids,deg,7,NA,NA,0,0,,Divorced,1,0,4,3,4,3,3,1,1,4,4,4,3,3,4,3,4,1,2,3,2,2,4,2,2,2,3,1,3,4,4,3,3,4,2,2,4,3,3,4,2,4,3,4,4,4,2,yes,yes,Other,3.4,2.733333333,2.95,3.4,NA,NA
858,NA,23,2,No Kids,deg,6,NA,NA,NA,0,Medium-Sized,Single,0,0,3,2,5,2,1,1,1,1,2,1,2,1,2,1,2,5,2,3,1,3,2,2,2,5,5,1,3,5,5,1,3,3,1,3,4,4,3,5,5,4,2,4,4,4,2,yes,yes,Other,2.6,1.866666667,3.3,3.2,NA,NA
859,NA,20,2,No Kids,ltuni,6,NA,NA,0,0,,,0,0,3,3,3,1,1,1,3,2,4,1,4,3,3,1,3,4,4,2,4,1,4,1,2,4,2,2,3,5,5,3,4,4,3,3,4,4,3,4,3,3,4,3,4,5,5,yes,yes,Other,2.2,2.666666667,3.3,4.2,NA,NA
860,NA,28,2,No Kids,ma,6,35000,NA,5,8,,Single,0,0,4,4,4,4,4,1,1,1,1,4,2,3,3,4,5,1,1,1,1,3,4,4,2,4,4,3,4,3,5,1,2,5,1,2,4,2,1,5,5,5,1,3,2,3,1,yes,yes,Other,4,2.133333333,3.3,2,NA,NA
861,NA,55,2,No Kids,ma,6,15000,Doctoral Candidate!!!  no wonder i'm doi,5,0,Medium-Sized,,0,0,5,5,5,3,3,1,1,2,1,3,1,3,3,1,4,2,1,2,1,3,4,1,1,2,1,2,3,4,4,2,4,5,2,2,3,2,1,5,4,5,5,5,4,4,2,yes,yes,Other,4.2,1.933333333,2.85,4,NA,NA
862,NA,45,2,No Kids,dip,7,NA,photo profucer,12,0,Medium-Sized,Single,0,0,3,3,3,3,3,3,3,4,3,4,3,3,3,2,4,3,4,3,4,3,3,2,3,4,4,3,4,3,3,4,3,4,4,4,3,4,3,3,3,2,3,3,3,4,4,yes,no,Other,3,3.266666667,3.3,3.4,NA,NA
863,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,5,5,5,5,5,3,3,3,4,4,2,5,5,5,5,4,3,4,4,5,5,5,3,5,5,3,5,5,5,5,4,5,3,3,4,5,5,3,5,3,4,4,4,4,2,yes,yes,Other,5,3.933333333,4.3,3.6,NA,NA
864,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,3,3,3,3,3,1,1,5,3,3,1,1,1,3,1,2,2,4,2,1,4,1,2,2,4,1,4,1,5,1,2,5,1,5,5,5,5,2,2,4,4,5,4,5,5,no,no,Other,3,2.066666667,3.05,4.6,NA,NA
865,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,4,1,2,1,1,1,1,5,1,1,1,1,3,1,1,1,1,3,1,1,2,1,2,5,1,1,2,3,4,1,2,4,1,2,3,2,2,2,2,2,4,4,4,5,4,yes,no,Other,1.8,1.533333333,2.2,4.2,NA,NA
866,NA,28,3,No Kids,deg,6,NA,NA,0,0,,,0,0,5,5,5,4,4,5,1,5,1,3,4,1,3,2,3,5,1,5,1,1,5,4,2,5,4,3,5,5,5,1,2,5,5,5,4,4,4,4,5,4,2,2,3,3,3,yes,no,Other,4.6,2.733333333,4.05,2.6,NA,NA
867,NA,32.5,3,No Kids,ma,3,150000,NA,0,0,,,0,0,4,5,4,2,2,2,2,4,3,2,2,2,4,3,2,4,2,4,2,2,3,4,4,3,4,2,4,4,2,5,4,4,2,4,4,5,4,4,3,4,3,4,4,4,2,yes,no,Other,3.4,2.666666667,3.65,3.4,NA,NA
868,NA,37.5,3,Yes Kids,phd,3,250000,Teacher assistant,9,0,Large-City,Married,0,1,3,3,5,1,5,1,1,1,2,1,1,2,1,1,2,1,3,2,2,2,2,1,1,1,1,1,2,1,1,1,5,2,1,1,2,2,1,1,1,1,5,4,5,5,3,no,no,Teacher,3.4,1.533333333,1.45,4.4,NA,NA
869,NA,32.5,2,No Kids,deg,6,NA,NA,0,0,,Married,0,0,3,3,5,3,3,3,3,3,4,3,1,3,4,3,4,5,4,5,4,4,4,3,4,5,3,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,2,yes,yes,Other,3.4,3.533333333,3.8,2.8,NA,NA
870,NA,28,2,No Kids,ma,3,NA,NA,0,0,,Married,0,0,3,2,4,2,2,2,2,5,2,2,2,2,2,1,2,2,1,2,2,3,3,2,2,3,1,2,3,3,4,1,2,3,4,2,3,3,2,3,3,2,4,4,3,4,4,yes,no,Other,2.6,2.133333333,2.55,3.8,NA,NA
871,NA,32.5,2,No Kids,ma,7,NA,NA,0,0,Large-City,Married,0,0,3,3,3,2,4,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,3,3,1,4,2,2,3,3,3,2,2,3,2,3,4,3,3,3,yes,yes,Other,3,2.066666667,2.45,3.2,NA,NA
872,NA,45,2,Yes Kids,phd,7,250000,Doctor; Physician,14,0,Small City,Widowed,2,0,5,3,5,4,4,2,5,2,5,5,1,5,5,4,5,1,5,5,5,5,5,5,4,1,5,2,5,5,5,3,5,5,3,4,5,5,3,4,4,2,5,4,4,5,2,yes,yes,Other,4.2,4,4,4,NA,NA
873,NA,NA,NA,No Kids,,NA,0,NA,NA,NA,0,0,0,0,2,2,3,2,2,1,1,4,3,3,1,3,3,3,3,4,3,2,2,1,3,1,2,3,2,4,2,4,2,1,2,4,1,3,3,3,2,4,3,4,4,4,3,4,3,,,Other,2.2,2.466666667,2.65,3.6,NA,NA
874,NA,20,2,No Kids,ltuni,6,NA,NA,0,0,Large-City,Single,0,0,5,4,4,4,4,1,3,3,5,4,2,4,3,4,5,1,2,5,3,1,4,1,2,5,5,3,4,4,5,5,4,5,1,3,3,3,4,4,5,4,3,3,3,3,4,yes,yes,Other,4.2,3.066666667,3.7,3.2,NA,NA
875,NA,24,2,No Kids,phd,NA,NA,NA,0,0,,,0,0,5,3,5,3,3,1,2,1,5,2,1,2,3,2,4,3,2,3,2,2,3,1,2,5,4,2,3,4,4,3,3,5,1,3,3,3,3,4,2,4,4,4,4,4,4,yes,yes,Other,3.8,2.333333333,3.1,4,NA,NA
876,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,4,5,4,3,3,2,2,1,2,2,2,2,3,2,2,3,2,3,2,2,3,2,3,3,2,3,4,4,3,2,2,3,4,4,3,4,2,3,3,2,4,4,5,3,4,no,no,Other,3.8,2.133333333,2.95,4,NA,NA
877,NA,22,3,No Kids,ma,6,NA,NA,7,0,,,0,0,5,4,3,2,2,4,3,5,4,3,5,4,4,2,5,4,4,3,4,4,4,1,2,5,4,1,4,3,4,1,2,4,4,4,4,5,4,4,5,4,2,3,3,2,1,yes,yes,Other,3.2,3.866666667,3.45,2.2,NA,NA
878,NA,45,2,No Kids,phd,7,10000,NA,0,0,,,0,0,3,2,2,2,2,2,1,2,3,3,2,2,2,2,3,3,2,3,2,2,2,2,2,4,4,2,3,3,3,2,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,no,no,Other,2.2,2.266666667,2.7,2,NA,NA
879,NA,32.5,2,No Kids,ma,6,10000,NA,7,8,Medium-Sized,Single,0,0,4,4,4,4,4,1,2,2,3,4,3,4,4,4,4,3,2,3,2,3,4,1,3,2,4,3,4,4,5,4,3,4,2,3,4,3,3,4,4,4,2,3,2,2,2,yes,yes,Other,4,2.933333333,3.4,2.2,NA,NA
880,NA,28,2,No Kids,deg,NA,NA,NA,0,0,,,0,0,5,5,5,5,5,1,3,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,1,5,5,5,5,5,5,5,1,1,1,1,1,yes,yes,Other,5,4.333333333,4.65,1,NA,NA
881,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,4,5,4,3,3,2,2,4,3,3,2,3,3,2,4,4,2,4,2,3,4,3,4,3,4,2,3,4,3,2,4,3,2,3,4,4,4,4,4,4,3,4,2,1,2,yes,yes,Other,3.8,2.866666667,3.4,2.4,NA,NA
882,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,yes,yes,Other,3,3,3,3,NA,NA
883,NA,37.5,2,No Kids,deg,3,NA,NA,0,0,,,0,0,3,4,4,3,3,4,3,4,3,3,2,3,3,2,3,4,4,4,3,3,3,3,4,5,4,3,3,4,3,2,4,3,4,3,3,4,4,3,4,4,2,3,3,2,2,yes,yes,Other,3.4,3.2,3.5,2.4,NA,NA
884,NA,28,2,No Kids,,NA,NA,NA,0,0,,Single,0,0,4,5,3,2,2,1,4,5,5,2,4,5,4,3,3,4,3,5,3,4,5,3,5,2,5,3,4,3,5,5,5,5,3,3,4,3,3,4,5,4,3,4,3,1,3,yes,yes,Other,3.2,3.666666667,3.95,2.8,NA,NA
885,NA,37.5,3,No Kids,ma,3,87500,NA,3,6,Village,Married,0,0,3,2,2,2,2,3,1,2,2,3,2,2,3,3,3,3,2,3,2,4,3,2,3,1,2,2,3,3,4,2,2,3,4,2,3,2,2,4,4,4,4,4,4,4,3,yes,,Other,2.2,2.533333333,2.75,3.8,NA,NA
886,NA,32.5,3,Yes Kids,ma,3,87500,NA,0,0,,Married,2,1,5,4,4,4,4,5,5,4,4,5,5,5,5,4,4,4,5,5,5,5,5,3,4,5,4,2,5,4,5,3,5,5,3,4,5,3,4,5,5,3,2,3,2,4,3,yes,,Other,4.2,4.666666667,4.1,2.8,NA,NA
887,NA,80,2,Yes Kids,ma,5,55000,NA,0,0,Village,Divorced,2,2,4,4,4,3,3,3,1,3,2,3,3,2,4,3,3,1,2,2,2,5,4,3,1,2,3,1,4,4,4,1,4,3,2,4,3,2,3,4,4,4,4,3,4,3,2,yes,yes,Other,3.6,2.6,3,3.2,NA,NA
888,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,yes,yes,Other,3,3,3,3,NA,NA
889,NA,21,2,No Kids,ltuni,6,10000,NA,2,0,Rural/Country,Single,0,0,4,4,4,3,3,2,2,2,3,3,2,4,3,2,4,4,4,4,2,3,4,2,4,5,3,3,3,4,4,2,3,4,3,3,4,4,4,4,5,4,4,4,4,4,4,yes,yes,Other,3.6,2.933333333,3.6,4,NA,NA
890,NA,45,2,Yes Kids,deg,7,10000,NA,2,0,Rural/Country,Married,0,4,2,3,4,2,2,3,2,5,3,2,1,3,3,2,3,5,3,5,3,4,4,2,4,5,4,5,4,4,4,2,4,4,3,4,4,4,4,4,3,4,4,4,5,5,5,no,yes,Other,2.6,3.133333333,3.8,4.6,NA,NA
891,NA,67.5,3,No Kids,ma,3,87500,NA,2,0,Village,Single,0,0,5,5,5,4,4,1,1,3,3,5,3,3,4,4,4,3,2,2,2,3,4,4,3,5,1,2,4,5,5,4,1,4,1,3,3,3,3,3,4,3,1,1,2,1,1,yes,yes,Other,4.6,2.866666667,3.25,1.2,NA,NA
892,NA,55,2,Yes Kids,phd,4,NA,NA,2,0,Village,Married,1,1,1,1,1,1,1,5,5,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,no,no,Other,1,1.933333333,1,4.6,NA,NA
893,NA,28,2,No Kids,ma,3,NA,NA,4,0,,Single,0,0,4,4,4,3,3,3,4,5,5,4,5,5,5,5,5,4,3,4,3,3,4,3,5,5,3,2,5,5,5,5,5,5,5,4,5,5,2,5,4,4,1,1,1,2,2,yes,yes,Other,3.6,4.2,4.3,1.4,NA,NA
894,NA,NA,2,No Kids,ma,NA,NA,NA,0,0,,Married,0,0,4,3,3,2,2,1,2,4,3,2,2,3,3,2,2,1,4,1,4,1,3,1,1,5,2,2,1,3,3,4,3,3,1,1,3,3,2,2,3,2,4,4,4,4,4,no,no,Other,2.8,2.333333333,2.4,4,NA,NA
895,NA,21,2,No Kids,deg,6,NA,NA,0,0,,Single,0,0,1,1,1,1,1,1,2,3,4,3,1,3,3,1,2,3,4,4,3,4,3,3,2,5,4,5,4,1,4,4,2,4,2,4,2,3,4,3,5,1,3,5,3,2,3,yes,no,Other,1,2.733333333,3.25,3.2,NA,NA
896,NA,55,3,Yes Kids,ma,5,10000,retired,2,0,Small Town,Widowed,2,1,4,4,4,2,5,1,1,1,5,5,5,5,1,5,1,2,3,4,2,5,5,1,5,5,1,2,5,2,4,1,5,1,1,5,5,2,1,3,5,3,1,1,1,1,3,yes,no,Other,3.8,3.066666667,3.1,1.4,NA,NA
897,NA,45,2,No Kids,ma,7,NA,NA,0,0,Small Town,Single,0,0,2,2,2,2,1,2,2,3,3,1,3,1,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,2,1,5,1,1,1,1,3,2,2,1,2,3,3,3,3,3,no,no,Other,1.8,1.866666667,1.6,3,NA,NA
898,NA,37.5,3,No Kids,ma,3,67500,director,3,0,Large-City,Divorced,0,0,4,4,4,3,3,4,1,5,4,3,2,3,4,2,4,4,2,3,2,3,4,3,4,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,2,yes,no,Director,3.6,3.066666667,3.65,2.8,NA,NA
899,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,yes,yes,Other,3,3,3,3,NA,NA
900,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,3,3,4,3,3,2,3,4,4,2,2,4,5,1,2,1,3,5,3,3,3,1,3,4,1,2,1,3,3,4,3,1,3,3,4,3,3,2,2,3,3,4,4,4,3,no,no,Other,3.2,2.933333333,2.6,3.6,NA,NA
901,NA,21,2,No Kids,ltuni,NA,NA,NA,0,0,,,0,0,3,3,4,3,3,2,1,2,2,2,2,1,3,2,2,3,1,2,2,3,3,3,2,2,4,2,2,3,4,2,3,3,4,2,2,3,3,1,4,2,4,4,4,4,4,yes,no,Other,3.2,2,2.7,4,NA,NA
902,NA,20,2,No Kids,ltuni,NA,NA,NA,0,0,Village,,0,0,2,1,4,1,1,1,1,1,1,1,1,1,3,1,1,2,3,5,1,3,3,1,2,2,4,3,3,3,2,1,1,1,1,1,5,5,3,2,3,2,4,4,4,5,4,no,no,Other,1.8,1.733333333,2.4,4.2,NA,NA
903,NA,55,2,Yes Kids,ma,6,250000,NA,0,0,Large Town,Married,2,1,2,2,2,2,2,3,1,3,3,3,2,4,3,3,3,4,2,3,3,4,4,2,3,4,4,4,4,3,4,2,2,3,4,3,3,3,3,4,4,4,3,3,2,3,2,yes,yes,Other,2,2.933333333,3.35,2.6,NA,NA
904,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,1,1,1,5,yes,yes,Other,5,4.466666667,4.6,1.8,NA,NA
905,NA,25,2,No Kids,ma,6,10000,NA,2,0,,,0,0,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,2,1,2,4,1,1,2,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,yes,no,Other,3,2.6,2.45,3,NA,NA
906,NA,32.5,3,No Kids,ma,NA,NA,NA,0,0,Village,,0,0,2,3,3,3,3,1,2,3,3,2,3,3,3,3,3,2,3,1,3,2,3,2,3,2,2,2,2,3,3,3,4,2,1,1,3,4,2,3,2,3,3,3,3,3,3,yes,no,Other,2.8,2.466666667,2.5,3,NA,NA
907,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,2,3,2,1,1,3,1,2,2,3,2,2,3,1,3,1,1,1,1,3,4,1,1,2,2,1,4,2,3,1,2,4,3,2,4,3,1,3,2,3,4,4,5,3,5,yes,no,Other,1.8,1.933333333,2.4,4.2,NA,NA
908,NA,55,3,Yes Kids,deg,3,87500,NA,10,8,Medium-Sized,Married,1,1,3,4,4,4,4,4,1,2,2,5,5,4,4,5,4,4,2,4,2,5,4,4,4,2,5,4,4,4,5,1,4,4,5,4,4,4,4,4,3,4,3,4,3,4,3,yes,yes,Other,3.8,3.533333333,3.85,3.4,NA,NA
909,NA,NA,NA,,,NA,0,NA,NA,NA,0,0,0,NA,4,4,4,4,3,2,1,2,2,2,2,1,5,1,1,3,3,3,3,3,3,3,3,3,3,4,1,5,1,1,4,3,4,4,4,2,2,3,3,3,1,1,1,1,1,,,Other,3.8,2.266666667,2.95,1,NA,NA
910,NA,55,2,Yes Kids,ma,6,NA,NA,0,0,,Widowed,2,1,2,4,4,3,3,3,2,5,2,3,2,3,4,3,3,3,4,4,2,4,3,2,4,1,2,2,4,5,3,3,4,4,4,5,4,3,3,5,1,5,3,3,3,3,1,yes,yes,Other,3.2,3.133333333,3.35,2.6,NA,NA
911,NA,55,3,No Kids,lthigh,5,45000,NA,10,7,Small Town,Single,0,0,2,4,5,5,5,1,1,5,1,3,2,4,4,3,2,4,1,4,1,5,5,4,5,3,5,3,3,1,3,1,4,3,5,1,1,5,2,4,5,5,2,2,3,2,1,yes,no,Other,4.2,2.733333333,3.4,2,NA,NA
912,NA,55,NA,No Kids,phd,7,NA,NA,14,0,,Married,0,0,5,5,5,5,5,1,1,5,4,3,4,4,3,3,3,5,4,5,1,5,4,5,1,1,5,2,4,5,5,2,5,5,3,2,1,3,4,3,5,2,1,1,1,1,1,yes,no,Other,5,3.4,3.35,1,NA,NA
913,NA,67.5,3,No Kids,high,5,35000,NA,10,0,8,Single,0,0,4,4,4,2,2,1,1,3,2,2,2,3,3,2,2,3,1,2,2,2,3,2,2,3,2,2,3,3,4,2,4,3,4,4,4,3,2,4,2,4,4,3,4,4,3,yes,no,Other,3.2,2.066666667,3,3.6,NA,NA
914,NA,19,2,No Kids,ltuni,6,10000,NA,0,0,Village,Single,0,0,5,4,5,3,3,1,4,5,4,3,1,5,1,3,4,3,3,4,5,4,4,2,4,5,5,2,4,5,5,5,5,5,2,5,4,5,5,3,3,2,4,4,4,4,3,yes,yes,Other,4,3.333333333,4,3.8,NA,NA
915,NA,55,2,Yes Kids,ltuni,NA,150000,NA,3,0,Large Town,Married,1,2,4,4,4,3,3,3,2,5,4,3,2,4,4,4,5,4,3,2,4,4,4,4,4,1,5,2,4,3,4,2,4,4,4,4,4,5,5,3,5,4,4,4,4,4,4,yes,yes,Other,3.6,3.533333333,3.75,4,NA,NA
916,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,2,2,3,3,2,3,2,3,3,4,4,4,3,4,4,5,4,4,3,2,2,4,1,1,4,2,4,2,4,4,4,3,2,2,2,4,3,3,2,5,4,4,4,5,4,yes,yes,Other,2.4,3.466666667,2.9,4.2,NA,NA
917,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,2,2,4,4,2,4,2,3,4,3,4,3,yes,yes,Other,3,3,2.9,3.4,NA,NA
918,NA,NA,NA,No Kids,,3,NA,NA,0,0,Village,,0,0,4,4,3,3,3,3,1,4,4,3,2,4,2,3,5,3,3,3,3,5,3,3,2,4,4,2,4,3,3,2,3,3,4,3,3,4,3,4,1,1,4,3,3,5,2,yes,no,Other,3.4,3.2,2.95,3.4,NA,NA
919,NA,45,2,No Kids,phd,3,87500,NA,12,0,Village,,0,0,3,3,3,3,3,3,2,3,3,3,2,3,3,1,2,4,3,3,2,4,4,2,3,1,5,3,2,4,4,2,3,3,3,4,2,4,4,2,2,3,3,2,2,4,2,yes,yes,Other,3,2.733333333,3,2.6,NA,NA
920,NA,45,2,No Kids,deg,6,NA,NA,0,0,,Married,0,0,2,1,1,1,1,1,1,3,2,1,4,1,1,4,2,2,3,1,1,2,1,1,1,5,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,4,4,4,4,2,yes,,Other,1.2,1.933333333,1.5,3.6,NA,NA
921,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,3,3,2,2,2,1,1,2,4,3,4,2,3,2,2,2,2,2,2,1,2,1,2,4,3,3,3,3,3,2,3,2,1,3,3,2,3,4,2,4,2,2,2,2,2,yes,no,Other,2.4,2.2,2.65,2,NA,NA
922,NA,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,2,1,3,3,2,4,4,4,3,4,3,3,3,2,3,3,3,3,4,2,2,3,4,3,2,3,3,3,3,3,3,3,3,4,4,2,2,4,2,3,1,3,3,2,2,yes,no,Other,2.2,3.2,2.95,2.2,NA,NA
923,NA,22,2,No Kids,deg,3,NA,NA,0,0,,Single,0,0,4,3,4,3,3,1,2,3,3,3,3,4,4,2,4,2,3,3,2,3,4,2,3,3,3,3,4,4,4,3,4,4,1,3,4,4,4,4,4,4,3,4,4,4,3,yes,yes,Other,3.4,2.8,3.45,3.6,NA,NA
924,NA,45,2,No Kids,deg,3,45000,NA,2,0,Medium-Sized,Single,0,0,2,2,2,2,2,1,1,4,2,2,2,1,1,1,2,3,3,1,1,2,2,2,1,4,1,1,2,4,2,1,5,1,1,1,2,1,2,1,2,4,5,5,5,5,5,no,no,Other,2,1.8,2,5,NA,NA
925,NA,67.5,3,Yes Kids,phd,3,150000,NA,6,0,Large Town,Married,1,1,3,2,3,3,3,4,4,5,2,4,3,4,3,4,3,3,4,4,4,3,4,2,3,2,3,2,4,4,4,2,2,4,3,3,4,4,3,5,4,4,4,4,4,4,3,yes,yes,Other,2.8,3.6,3.3,3.8,NA,NA
