"","ID","DP_1","DP_2","DP_3","DP_4","DP_5","AIP_1","AIP_2","AIP_3","AIP_4","AIP_5","AIP_6","AIP_7","AIP_8","AIP_9","AIP_10","AIP_11","AIP_12","AIP_13","AIP_14","AIP_15","GP_1","GP_2","GP_3","GP_4","GP_5","GP_6","GP_7","GP_8","GP_9","GP_10","GP_11","GP_12","GP_13","GP_14","GP_15","GP_16","GP_17","GP_18","GP_19","GP_20","SWLS_1","SWLS_2","SWLS_3","SWLS_4","SWLS_5","Self_Score","Others_Score","DP_Avg","AIP_Avg","GP_Avg","SWLS_Avg","Country_Res","Age","Gender","Kids","Edu","Work_Status","Annual_Inc","Current_Occ","Employ_Yrs","Employ_Mths","Comm_Size","Married","Num_sons","Num_daught","HDI","HDI_Cat"
"928",928,3,3,3,3,3,3,2,2,3,3,1,3,4,3,4,5,3,4,4,4,3,4,2,5,4,1,3,3,4,1,4,4,3,3,4,3,3,3,4,3,3,4,4,4,4,"yes","yes",3,3.2,3.2,3.8,"Canada",23,"Male","No","deg","student",NA,NA,0,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"929",929,5,3,4,3,4,2,3,3,5,5,4,4,5,5,5,3,5,1,3,4,5,3,4,5,3,4,4,5,5,5,4,4,4,3,4,4,4,5,5,5,1,1,1,1,1,"yes","yes",3.8,3.8,4.25,1,"Canada",37.5,"Male","No","deg","full-time",150000,"engineer",3,7,"Large-City","Single",1,0,0.92,"Very High"
"930",930,4,2,2,2,2,1,2,2,5,1,5,5,4,4,5,3,3,2,4,4,4,1,1,5,3,3,4,3,5,5,5,5,1,3,4,5,3,4,5,5,4,5,4,4,2,"yes","yes",2.4,3.33333,3.7,3.8,"Canada",20,"Male","No","ltuni","student",10000,NA,0,0,"Large-City","Single",1,0,0.92,"Very High"
"931",931,3,2,2,1,2,3,1,2,1,2,1,3,4,2,3,2,1,4,1,4,3,2,2,2,4,2,3,3,4,2,2,4,3,3,3,2,2,2,3,2,4,5,4,5,4,"yes","yes",2,2.26667,2.65,4.4,"Canada",20,"Female","No","ltuni","student",15000,"Server",0,9,"Large-City","Single",1,0,0.92,"Very High"
"932",932,4,3,3,2,2,2,1,1,2,1,3,2,5,1,4,5,1,3,1,1,5,1,3,5,1,4,4,2,4,1,1,4,2,2,4,2,2,4,4,4,4,4,4,4,4,"yes","yes",2.8,2.2,2.95,4,"Canada",32.5,"Female","No","dip","full-time",45000,"Editor",5,0,"Large-City","Married",1,0,0.92,"Very High"
"933",933,5,5,5,3,3,1,5,5,1,4,2,4,4,2,4,4,5,4,1,2,4,3,5,5,1,4,4,5,5,5,5,5,2,4,4,4,4,4,5,5,3,4,5,4,5,"yes","no",4.2,3.2,4.15,4.2,"Canada",28,"Female","No","ma","full-time",45000,"Program Manager and Acting Director",1,4,"Large-City","Single",1,0,0.92,"Very High"
"934",934,4,4,4,1,1,1,2,5,3,1,1,1,2,1,1,3,2,2,2,1,1,4,4,4,4,2,1,4,4,2,3,3,2,3,2,4,3,3,3,2,4,4,4,4,4,"no","no",2.8,1.86667,2.9,4,"Canada",28,"Male","No","ma","full-time",25000,"writer",0,1,"Large-City","Single",1,0,0.92,"Very High"
"935",935,4,4,4,3,3,1,1,4,3,4,1,3,4,3,2,4,4,2,2,2,4,2,2,4,3,2,4,4,4,2,2,4,1,3,3,3,4,4,4,3,1,2,1,2,2,"yes","yes",3.6,2.66667,3.1,1.6,"Canada",25,"Male","No","deg","full-time",45000,NA,1,0,"Small Town","Single",1,0,0.92,"Very High"
"936",936,3,3,4,3,3,1,2,2,3,3,4,3,4,3,4,2,3,5,3,4,4,4,3,4,5,3,3,4,4,4,5,3,1,4,4,5,2,4,4,4,4,4,4,4,5,"yes","no",3.2,3.06667,3.7,4.2,"Canada",28,"Female","No","ma","full-time",35000,"Biologist",0,2,"Rural/Country","Married",1,0,0.92,"Very High"
"937",937,5,5,3,4,4,3,3,4,5,4,5,4,5,4,5,3,3,3,3,5,4,2,3,3,2,3,5,3,5,4,2,5,3,5,5,3,4,4,5,5,1,1,1,1,2,"yes","yes",4.2,3.93333,3.75,1.2,"Canada",16.5,"Male","No","lthigh","part-time",10000,"Sales Rep",0,3,"Large-City",NA,1,0,0.92,"Very High"
"938",938,4,5,3,3,3,1,4,5,5,5,4,5,5,5,5,4,5,3,4,5,5,2,2,5,4,5,5,4,5,2,5,5,1,4,4,4,4,5,5,5,4,3,3,4,2,"yes","yes",3.6,4.33333,4.05,3.2,"Canada",25,"Male","Yes","dip","full-time",150000,"pro poker player /   website owner",3,0,"Medium-Sized","Married",1,1,0.92,"Very High"
"939",939,3,2,2,1,2,1,2,1,3,2,2,1,5,1,3,1,3,1,4,2,2,2,2,5,1,3,3,2,2,2,2,2,2,3,2,2,2,3,1,1,4,4,4,5,5,"no","no",2,2.13333,2.2,4.4,"Canada",55,"Male","Yes","phd","full-time",250000,"VP Scientific Affairs / pharmaceutical c",3,4,"Large-City","Married",1,2,0.92,"Very High"
"940",940,3,4,4,4,3,2,3,5,5,4,4,4,5,3,4,4,4,3,2,4,4,2,3,5,3,4,5,4,5,4,4,4,3,4,5,4,4,5,5,5,4,4,4,4,2,"yes","yes",3.6,3.73333,4.1,3.6,"Canada",22,"Male","No","ltuni","student",NA,NA,0,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"941",941,1,1,1,1,1,2,2,1,3,2,4,3,3,1,4,2,2,2,4,1,5,1,1,5,4,3,2,3,5,1,3,5,1,3,4,5,3,2,4,2,2,5,4,4,5,"yes","yes",1,2.4,3.1,4,"Canada",28,"Female","No","deg","full-time",45000,"Research Scientist",3,6,"Large-City","Single",1,0,0.92,"Very High"
"942",942,3,4,3,5,5,2,2,5,5,5,5,3,3,4,5,1,3,2,2,4,5,2,2,5,5,2,5,3,5,3,3,5,1,3,3,4,3,5,5,4,3,4,3,4,3,"yes","no",4,3.4,3.65,3.4,"Canada",28,"Female","No","deg","full-time",25000,"Administrator",4,0,"Large-City","Married",1,0,0.92,"Very High"
"943",943,4,4,3,3,3,5,3,5,5,5,5,3,5,3,5,2,2,2,4,5,5,3,4,5,3,3,5,3,5,3,5,4,5,4,4,5,5,5,5,4,3,3,3,2,2,"yes","yes",3.4,3.93333,4.25,2.6,"Canada",45,"Female","Yes","deg","full-time",87500,NA,5,0,"Large Town","Married",1,1,0.92,"Very High"
"944",944,4,4,4,4,4,3,2,5,5,5,5,5,3,5,5,5,5,5,2,5,5,3,4,3,4,2,5,4,5,2,3,5,5,4,5,5,4,5,5,4,2,2,2,4,2,"yes","yes",4,4.33333,4.1,2.4,"Canada",55,"Male","Yes","phd","full-time",87500,NA,9,0,"Large-City","Married",8,1,0.92,"Very High"
"945",945,4,4,4,3,3,4,1,2,3,2,4,3,3,1,3,4,2,4,2,4,3,2,3,4,2,3,3,2,4,2,3,4,4,3,3,4,4,4,3,4,1,2,1,1,2,"yes","no",3.6,2.8,3.2,1.4,"Canada",45,"Female","No","deg","part-time",25000,NA,7,8,"Village","Single",1,0,0.92,"Very High"
"946",946,4,3,5,2,2,1,5,5,5,4,4,5,5,5,5,1,5,5,5,2,4,1,3,5,4,1,2,2,4,4,1,5,1,1,5,1,1,4,2,5,3,4,4,4,4,"yes","yes",3.2,4.13333,2.8,3.8,"Canada",24,"Female","No","deg","student",10000,NA,0,0,"Village","Single",1,0,0.92,"Very High"
"947",947,5,4,5,4,4,1,2,5,3,5,5,5,5,4,5,4,2,3,2,5,5,4,4,1,1,2,5,4,5,4,4,5,1,2,5,4,4,5,5,5,1,1,1,1,1,"yes","yes",4.4,3.73333,3.75,1,"Canada",55,"Female","No","grade","unemployed",10000,NA,NA,0,"Village","Single",1,0,0.92,"Very High"
"948",948,4,4,4,4,4,2,2,3,3,5,5,3,5,4,4,1,1,1,2,4,5,1,1,5,4,2,5,4,5,3,5,5,2,1,5,4,2,5,3,3,4,5,4,5,4,"yes","yes",4,3,3.5,4.4,"Canada",28,"Female","No","deg","part-time",25000,NA,0,6,"Village","Single",1,0,0.92,"Very High"
"949",949,4,3,5,5,5,1,1,4,4,4,3,4,4,2,4,4,3,2,4,4,4,2,4,4,2,4,4,4,4,3,3,4,1,3,4,4,4,3,4,4,2,3,2,3,2,"yes","yes",4.4,3.2,3.45,2.4,"Canada",32.5,"Male","Yes","deg","full-time",67500,NA,4,0,"Small Town","Married",1,1,0.92,"Very High"
"950",950,5,5,3,4,4,1,4,5,4,4,4,5,5,2,4,3,4,2,4,4,5,3,2,4,4,3,4,3,4,4,5,5,1,2,5,5,4,5,5,4,1,2,1,2,2,"yes","yes",4.2,3.66667,3.85,1.6,"Canada",55,"Female","No","ma","unemployed",15000,NA,0,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"951",951,5,4,4,4,4,1,1,1,3,4,4,4,4,3,4,3,3,4,3,4,4,4,3,3,5,3,4,3,4,4,3,4,1,4,4,4,3,4,5,3,5,5,4,5,3,"yes","no",4.2,3.06667,3.6,4.4,"Canada",37.5,"Female","Yes","ltuni","full-time",55000,NA,3,6,"Large Town","Married",8,1,0.92,"Very High"
"952",952,4,5,4,3,3,2,2,3,3,2,3,2,4,2,3,1,2,4,3,3,4,3,4,1,3,3,3,4,5,4,4,5,3,3,4,5,4,3,3,3,4,4,4,4,4,"no","no",3.8,2.6,3.55,4,"Canada",37.5,"Female","Yes","ma","full-time",150000,NA,2,0,"Village","Married",1,1,0.92,"Very High"
"953",953,4,4,5,3,3,1,1,3,2,4,2,2,3,2,3,1,1,2,2,2,3,1,3,2,3,2,3,5,5,2,4,4,1,2,4,3,2,4,4,4,3,3,3,3,1,"yes","no",3.8,2.06667,3.05,2.6,"Canada",28,"Female","No","phd","full-time",45000,NA,0,0,"Village","Married",1,0,0.92,"Very High"
"954",954,4,4,4,4,3,3,2,5,3,3,3,3,3,4,4,3,4,3,4,4,5,4,2,5,4,3,4,5,4,4,4,4,3,5,4,4,4,5,5,4,4,3,2,2,2,"yes","yes",3.8,3.4,4.1,2.6,"Canada",28,"Female","No","deg","student",15000,NA,1,0,"Village","Single",1,0,0.92,"Very High"
"955",955,2,2,2,2,2,1,1,5,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,5,2,1,1,2,3,2,3,2,2,3,3,4,4,4,"no","no",2,1.6,1.85,3.6,"Canada",55,"Male","Yes","dip","full-time",NA,NA,10,0,"Small Town","Married",1,2,0.92,"Very High"
"956",956,4,4,3,3,3,2,3,5,4,4,3,5,3,2,5,4,5,2,5,5,5,2,3,3,2,4,4,3,3,2,4,4,3,4,3,4,3,4,4,4,3,4,3,2,1,"yes","yes",3.4,3.8,3.4,2.6,"Canada",37.5,"Male","Yes","ltuni","full-time",45000,NA,14,0,NA,"Married",8,2,0.92,"Very High"
"957",957,4,4,5,2,2,3,4,3,5,3,4,5,5,5,5,4,5,4,2,5,5,2,3,5,2,4,2,4,4,2,4,4,3,5,5,3,2,5,5,5,2,2,2,1,1,"yes","no",3.4,4.13333,3.7,1.6,"Canada",16.5,"Female","No","lthigh","student",10000,NA,0,0,"Small Town","Single",1,0,0.92,"Very High"
"958",958,4,4,2,2,3,3,1,1,4,3,4,4,4,3,4,3,1,3,1,3,5,2,2,2,4,2,5,2,4,1,2,4,1,2,3,3,2,4,4,4,3,2,3,4,4,"yes","no",3,2.8,2.9,3.2,"Canada",55,"Female","No","ma","part-time",25000,NA,3,4,"Village","Single",1,0,0.92,"Very High"
"959",959,4,4,4,4,4,2,2,3,3,4,4,5,4,3,4,3,4,4,3,4,4,3,4,4,3,3,4,4,4,3,4,4,3,3,5,5,5,4,4,4,2,2,2,3,1,"yes","yes",4,3.46667,3.85,2,"Canada",45,"Male","Yes","deg","full-time",150000,NA,0,0,"Small Town","Married",3,1,0.92,"Very High"
"960",960,2,2,2,2,2,1,2,4,3,3,3,4,3,3,3,4,4,4,3,2,3,2,3,4,2,1,3,2,3,2,3,3,1,1,3,2,2,3,3,3,3,3,2,3,2,"yes","no",2,3.06667,2.45,2.6,"Canada",21,"Female","No","ltuni","student",15000,NA,0,1,"Village","Single",1,0,0.92,"Very High"
"961",961,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,3,1,3,1,3,3,1,1,3,3,3,2,3,2,1,2,1,3,1,2,1,2,2,2,2,4,5,3,5,4,"yes","no",1.2,1.66667,2,4.2,"Canada",32.5,"Female","No","ma","part-time",87500,NA,0,2,"Village","Married",1,0,0.92,"Very High"
"962",962,3,1,5,3,3,1,1,1,3,3,1,2,5,4,5,4,3,1,2,5,5,1,2,3,4,2,5,5,5,1,3,5,1,1,4,2,2,4,5,4,2,3,2,2,2,"yes","yes",3,2.73333,3.2,2.2,"Canada",32.5,"Female","No","ma","student",10000,NA,4,0,"Village","Divorced",1,0,0.92,"Very High"
"963",963,5,5,5,4,4,3,1,3,3,4,5,2,3,5,2,3,1,4,1,4,4,3,2,5,4,4,3,5,2,1,1,4,3,3,3,5,4,3,4,4,1,2,1,1,1,"yes","yes",4.6,2.93333,3.35,1.2,"Canada",28,"Male","No","grade","unemployed",35000,NA,1,2,"Small Town","Single",1,0,0.92,"Very High"
"964",964,3,2,2,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,3,2,4,4,4,4,4,"no","no",2.2,2,2.2,4,"Canada",55,"Female","No","ma","full-time",87500,NA,9,10,"Village","Married",1,0,0.92,"Very High"
"965",965,4,5,4,4,4,2,1,2,2,4,5,2,4,1,5,5,1,4,1,2,5,4,3,1,4,5,4,5,5,1,2,4,4,4,4,5,5,5,5,5,3,3,3,1,1,"yes","no",4.2,2.73333,4,2.2,"Canada",32.5,"Female","No","deg","full-time",25000,NA,2,0,"Large Town","Divorced",1,0,0.92,"Very High"
"966",966,5,5,2,3,3,3,1,2,4,3,5,3,3,1,1,1,3,1,3,3,5,1,1,4,2,1,5,1,2,2,1,3,1,1,3,1,2,4,5,4,5,5,4,3,1,"yes","yes",3.6,2.46667,2.45,3.6,"Canada",19,"Female","No","lthigh","part-time",NA,NA,0,9,"Small Town","Single",1,0,0.92,"Very High"
"967",967,4,4,4,4,4,3,2,3,3,4,4,4,4,5,5,3,3,4,3,4,4,1,4,1,5,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,3,1,"yes","yes",4,3.6,3.65,2,"Canada",37.5,"Female","Yes","dip","unemployed",NA,NA,8,0,"Small Town","Married",8,1,0.92,"Very High"
"968",968,3,3,3,3,3,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,3,1,1,3,2,3,3,4,1,2,4,2,1,3,4,1,4,4,4,5,5,5,5,4,"yes","no",3,1.26667,2.65,4.8,"Canada",45,"Female","No","ma","student",55000,NA,10,0,"Village","Single",1,0,0.92,"Very High"
"969",969,3,4,5,5,5,4,3,5,1,4,2,4,5,4,4,5,4,4,4,5,5,4,4,5,3,3,4,5,3,4,3,4,4,3,5,5,5,4,4,5,2,4,3,4,3,"yes","no",4.4,3.86667,4.1,3.2,"Canada",45,"Male","No","deg","full-time",150000,NA,0,0,"Village","Widowed",1,0,0.92,"Very High"
"970",970,1,1,1,3,3,3,2,3,3,3,5,3,4,3,3,2,3,1,2,5,4,2,1,3,1,3,4,3,5,5,4,5,3,2,4,3,3,4,5,3,4,4,4,5,1,"yes","yes",1.8,3,3.35,3.6,"Canada",45,"Female","Yes","ltuni","full-time",45000,NA,0,0,"Small Town","Separated",8,1,0.92,"Very High"
"971",971,4,4,3,3,3,2,3,4,4,5,5,5,5,4,4,3,4,4,4,4,4,2,4,2,4,3,5,4,2,3,4,4,4,4,4,4,4,5,5,5,2,2,3,3,2,"yes","yes",3.4,4,3.8,2.4,"Canada",55,"Male","Yes","dip","part-time",15000,NA,6,0,"Medium-Sized","Married",8,1,0.92,"Very High"
"972",972,3,3,2,2,2,1,1,5,4,3,3,4,2,2,3,3,2,4,3,3,4,2,3,4,2,2,4,3,2,2,4,3,2,2,2,5,3,4,2,4,4,4,4,3,5,"yes","yes",2.4,2.86667,2.95,4,"Canada",45,"Female","No","ma","full-time",87500,NA,8,0,"Village","Single",1,0,0.92,"Very High"
"973",973,3,3,3,3,3,4,1,2,1,3,3,1,3,3,3,5,1,4,1,4,4,3,4,2,3,3,3,4,4,1,2,3,4,4,3,4,4,4,4,3,3,3,3,3,1,"yes","no",3,2.6,3.3,2.6,"Canada",55,"Female","Yes","ltuni","full-time",67500,NA,0,0,"Small Town","Separated",8,1,0.92,"Very High"
"974",974,1,2,3,2,2,3,2,5,3,3,2,4,3,2,3,2,2,4,2,2,3,2,5,3,5,3,4,2,2,1,2,3,3,5,4,5,4,2,3,3,3,2,2,3,3,"yes","no",2,2.8,3.2,2.6,"Canada",45,"Female","No","ma","full-time",25000,NA,0,2,"Village","Married",1,0,0.92,"Very High"
"975",975,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,4,1,1,2,3,4,1,5,4,2,2,3,3,2,3,3,2,4,4,4,4,4,"no","no",1.2,1.33333,2.4,4,"Canada",20,"Male","No","ltuni","full-time",55000,NA,0,5,"Small Town","Single",1,0,0.92,"Very High"
"976",976,3,4,3,2,1,1,1,2,4,3,4,1,4,2,4,4,4,3,2,1,4,1,4,2,4,4,4,4,4,2,3,4,5,5,4,5,4,3,3,1,5,5,5,5,5,"yes","yes",2.6,2.66667,3.5,5,"Canada",45,"Male","Yes","deg","full-time",150000,NA,0,0,NA,"Married",3,1,0.92,"Very High"
"977",977,4,3,2,2,2,3,2,3,4,3,2,3,3,3,3,5,3,3,3,3,3,2,4,5,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,2,3,2,3,1,"yes","no",2.6,3.06667,3.6,2.2,"Canada",28,"Male","Yes","high","full-time",67500,NA,4,0,"Village","Separated",8,1,0.92,"Very High"
"978",978,2,1,4,2,1,2,1,4,2,2,1,2,4,4,4,2,2,3,1,3,3,3,3,2,3,3,3,2,3,1,4,3,4,1,3,3,3,2,3,1,5,5,5,5,5,"no","no",2,2.46667,2.65,5,"Canada",37.5,"Female","Yes","phd","full-time",150000,NA,9,0,NA,"Married",1,2,0.92,"Very High"
"979",979,3,4,4,2,2,2,2,4,4,3,2,1,3,1,3,2,3,4,2,3,3,1,2,3,2,2,3,3,5,3,5,4,3,2,3,5,3,3,3,4,5,5,5,5,4,"yes","no",3,2.6,3.1,4.8,"Canada",45,"Male","No","phd","part-time",45000,NA,0,3,"Village","Married",1,0,0.92,"Very High"
"980",980,3,4,4,4,4,3,2,3,3,4,2,4,5,5,5,5,5,3,4,5,5,5,3,4,5,3,5,4,4,3,3,4,2,2,5,3,3,4,4,3,1,3,1,2,2,"yes","yes",3.8,3.86667,3.7,1.8,"Canada",28,"Female","No","deg","full-time",25000,NA,0,7,"Village","Single",1,0,0.92,"Very High"
"981",981,3,5,2,2,2,3,1,5,4,5,3,5,4,5,5,1,3,3,3,3,5,3,5,4,5,2,5,2,5,5,4,4,4,4,4,5,4,5,4,5,3,3,3,2,1,"yes","yes",2.8,3.53333,4.2,2.4,"Canada",45,"Male","Yes","ma","student",35000,NA,1,6,"Small Town","Separated",7,0,0.92,"Very High"
"982",982,3,3,1,3,3,5,1,5,5,5,2,5,5,5,5,1,3,5,1,5,5,1,1,1,4,1,1,3,3,5,5,3,5,3,5,5,5,5,1,5,4,5,4,5,5,"yes","yes",2.6,3.86667,3.35,4.6,"Canada",37.5,"Male","Yes","dip","full-time",87500,NA,10,0,"Small Town","Married",8,2,0.92,"Very High"
"983",983,5,5,5,5,5,3,1,5,3,4,2,4,5,5,5,4,2,4,1,4,4,3,4,2,4,4,5,4,1,4,3,5,3,5,4,4,2,4,4,4,2,4,3,3,1,"yes","yes",5,3.46667,3.65,2.6,"Canada",55,"Male","No","ltuni","part-time",10000,NA,3,0,"Large-City","Married",1,0,0.92,"Very High"
"984",984,3,3,3,3,3,1,1,2,1,3,1,1,2,1,3,3,2,5,1,2,3,1,1,1,3,4,3,4,4,1,4,3,4,2,2,3,3,4,4,3,3,3,3,3,2,"yes","no",3,1.93333,2.85,2.8,"Canada",45,"Female","No","dip","full-time",15000,NA,3,0,"Medium-Sized","Married",1,0,0.92,"Very High"
"985",985,2,2,2,2,2,1,1,1,1,1,3,3,4,1,4,2,1,2,1,2,3,1,1,1,3,3,4,3,5,1,1,5,1,2,3,1,1,4,4,4,2,2,3,4,2,"yes","yes",2,1.86667,2.55,2.6,"Canada",25,"Female","No","ma","student",10000,NA,5,0,"Village","Single",1,0,0.92,"Very High"
"986",986,5,5,5,4,4,2,4,4,5,4,3,5,5,5,5,2,5,3,5,5,5,3,3,4,5,4,4,5,5,4,5,4,3,3,5,4,3,5,5,4,3,3,3,3,1,"yes","4",4.6,4.13333,4.15,2.6,"Canada",32.5,"Female","No","deg","part-time",10000,NA,3,1,"Small Town","Married",1,0,0.92,"Very High"
"987",987,2,3,3,2,2,2,1,1,1,1,2,2,1,1,1,3,2,5,1,1,3,2,2,2,3,2,4,3,4,1,5,4,2,4,2,5,4,2,5,2,5,4,5,5,5,"yes","yes",2.4,1.66667,3.05,4.8,"Canada",55,"Male","Yes","ltuni","student",10000,NA,0,11,NA,"Divorced",4,1,0.92,"Very High"
"988",988,1,3,3,3,3,2,2,3,2,4,3,3,3,3,3,1,2,1,3,1,4,3,3,4,4,1,4,3,4,1,3,4,2,4,3,3,3,4,4,4,4,4,3,3,3,"yes","yes",2.6,2.4,3.25,3.4,"Canada",45,"Male","No","deg","full-time",NA,NA,14,0,"Small Town",NA,1,0,0.92,"Very High"
"989",989,3,2,2,2,3,3,3,5,2,3,3,2,3,1,2,3,3,4,2,3,4,3,2,3,4,5,1,4,2,5,2,4,3,3,3,5,4,5,2,5,2,2,2,2,2,"yes","yes",2.4,2.8,3.45,2,"Canada",55,"Male","Yes","dip","full-time",45000,NA,7,11,"Large Town","Separated",8,3,0.92,"Very High"
"990",990,5,5,5,3,3,3,1,1,2,1,1,2,1,5,4,3,1,2,2,3,3,3,1,1,3,3,4,4,3,1,1,2,3,4,1,4,4,2,2,2,3,4,4,3,1,"yes","no",4.2,2.13333,2.55,3,"Canada",45,"Female","Yes","deg","part-time",35000,NA,1,7,"Medium-Sized","Married",7,3,0.92,"Very High"
"991",991,3,2,3,2,3,2,3,5,3,3,4,3,5,1,2,4,5,5,5,4,4,2,4,4,2,2,2,3,3,5,2,4,2,2,5,2,2,5,3,5,3,3,3,3,2,"yes","yes",2.6,3.6,3.15,2.8,"Canada",28,"Female","No","ma","unemployed",NA,NA,0,0,"Village","Single",1,0,0.92,"Very High"
"992",992,3,2,2,2,2,3,1,3,1,2,2,2,3,2,2,4,1,3,1,1,2,1,2,1,3,3,3,2,3,1,2,3,3,3,3,3,3,3,1,2,3,3,4,5,4,"yes","no",2.2,2.06667,2.35,3.8,"Canada",45,"Female","Yes","ma","full-time",45000,NA,2,0,"Small Town","Married",1,1,0.92,"Very High"
"993",993,4,2,3,2,2,2,5,5,5,5,5,5,4,3,5,5,4,2,5,5,5,5,3,2,5,2,4,1,4,2,5,5,3,3,4,5,4,5,5,4,3,3,2,2,1,"yes","yes",2.6,4.33333,3.8,2.2,"Canada",45,"Female","Yes","ltuni","part-time",35000,NA,10,0,"Small Town","Married",8,1,0.92,"Very High"
"994",994,4,5,3,2,2,2,1,2,3,5,4,4,3,5,5,3,4,3,2,5,5,2,5,4,4,3,5,3,5,4,3,4,3,5,5,5,4,5,5,4,2,2,1,2,1,"yes","yes",3.2,3.4,4.15,1.6,"Canada",37.5,"Male","No","deg","full-time",45000,NA,2,0,"Village","Married",1,0,0.92,"Very High"
"995",995,3,3,3,2,2,2,1,4,2,2,1,1,2,1,2,2,1,2,1,3,2,1,2,1,2,4,3,3,3,1,1,3,2,2,2,1,2,3,2,2,2,2,2,2,1,"yes","no",2.6,1.8,2.1,1.8,"Canada",32.5,"Female","No","deg","full-time",45000,NA,2,10,"Village","Single",1,0,0.92,"Very High"
"996",996,4,4,4,3,3,2,3,4,3,4,2,4,4,1,4,5,4,3,3,3,3,3,3,3,2,2,5,4,4,2,3,3,3,3,4,1,3,5,4,4,1,1,2,1,2,"yes","yes",3.6,3.26667,3.2,1.4,"Canada",20,"Male","No","high","student",10000,NA,0,0,"Village","Single",1,0,0.92,"Very High"
"997",997,2,2,3,1,2,1,1,1,2,1,4,1,2,1,2,5,2,2,2,1,3,1,2,1,1,2,2,3,2,1,2,2,2,2,2,1,2,2,1,2,5,5,5,4,5,"no","no",2,1.86667,1.8,4.8,"Canada",NA,NA,"No","deg","student",NA,NA,0,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"998",998,4,3,3,2,2,2,2,2,2,2,2,2,3,2,5,5,3,4,2,1,2,2,3,3,1,3,2,2,3,2,2,4,3,3,3,3,2,4,3,3,2,2,1,2,4,"yes","no",2.8,2.6,2.65,2.2,"Canada",19,"Male","No","ltuni","student",NA,NA,0,0,"Village","Single",1,0,0.92,"Very High"
"999",999,3,4,4,4,4,1,1,2,3,3,3,2,4,3,3,2,3,2,3,3,3,2,2,4,2,3,3,3,2,2,4,3,3,4,4,3,2,3,3,2,1,2,1,3,3,"yes","yes",3.8,2.53333,2.85,2,"Canada",55,"Male","No","deg","full-time",67500,NA,0,0,NA,"Married",1,0,0.92,"Very High"
"1000",1000,4,5,4,3,3,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,4,5,4,3,5,3,4,4,5,5,4,5,5,5,5,4,5,3,3,4,2,4,3,"yes","yes",3.8,4.8,4.3,3.2,"Canada",37.5,"Female","Yes","deg","full-time",67500,NA,1,4,"Small Town","Married",8,1,0.92,"Very High"
"1001",1001,3,2,3,2,2,2,1,1,2,2,1,1,3,2,1,1,1,2,1,1,3,1,1,1,2,1,2,3,3,2,1,3,3,2,3,2,2,2,3,3,3,3,3,3,1,"no","no",2.4,1.46667,2.15,2.6,"Canada",45,"Female","No","phd","full-time",87500,NA,7,0,"Large Town","Married",1,0,0.92,"Very High"
"1002",1002,3,4,4,2,2,1,1,5,2,2,2,2,1,2,2,4,1,3,1,2,3,1,2,4,4,1,3,4,3,1,2,3,1,3,3,5,3,3,3,4,3,3,3,3,1,"yes","yes",3,2.06667,2.8,2.6,"Canada",32.5,"Female","No","deg","full-time",67500,NA,8,9,NA,"Married",1,0,0.92,"Very High"
"1003",1003,4,5,5,4,4,2,2,1,4,4,5,3,4,4,4,4,3,5,3,4,4,4,4,4,4,4,4,5,4,2,4,4,2,4,4,3,3,4,4,4,2,3,3,2,1,"yes","yes",4.4,3.46667,3.75,2.2,"Canada",28,"Female","No","ma","part-time",15000,NA,0,6,"Village","Married",1,0,0.92,"Very High"
"1004",1004,4,4,4,3,3,1,1,2,2,3,4,4,3,3,3,1,1,1,2,4,4,1,2,5,4,2,3,4,4,2,2,4,1,1,4,3,2,5,4,2,4,4,4,4,4,"yes","yes",3.6,2.33333,2.95,4,"Canada",32.5,"Male","No","deg","full-time",87500,NA,2,7,"Village","Married",1,0,0.92,"Very High"
"1005",1005,3,3,2,2,2,2,3,5,3,3,3,3,3,2,3,2,3,4,2,3,3,2,3,4,3,2,2,3,2,2,3,2,3,3,3,4,3,3,3,4,3,3,3,3,2,"yes","no",2.4,2.93333,2.85,2.8,"Canada",45,"Male","No","ma","full-time",NA,NA,2,0,"Village","Married",1,0,0.92,"Very High"
"1006",1006,4,3,3,2,2,1,2,3,5,2,1,3,3,2,3,3,2,1,2,1,3,2,4,2,1,2,2,3,4,4,3,4,1,2,3,4,3,4,4,2,3,3,3,3,2,"yes","no",2.8,2.26667,2.85,2.8,"Canada",45,"Male","No","phd","full-time",87500,NA,5,9,"Small Town","Single",1,0,0.92,"Very High"
